,SBBH,JCSJ,VEH_TOTAL,JB_COUNT,JP_COUNT,BLACK_COUNT,AVG_SPEED,MAX_SPEED,MIN_SPEED
460,HD001038,2015/11/4 7:30:00,307,81.0,299.0,2.0,56.07,100.0,1.0
461,HD001038,2015/11/4 7:45:00,134,12.0,119.0,1.0,40.73,87.0,1.0
462,HD001038,2015/11/4 8:00:00,105,9.0,97.0,1.0,52.67,91.0,1.0
463,HD001038,2015/11/4 8:15:00,110,10.0,105.0,3.0,48.29,94.0,1.0
464,HD001038,2015/11/2 16:45:00,231,33.0,217.0,6.0,60.21,95.0,1.0
465,HD001038,2015/11/2 17:00:00,6,2.0,6.0,0.0,52.33,67.0,1.0
466,HD001038,2015/11/2 17:15:00,2,0.0,1.0,0.0,68.5,76.0,61.0
467,HD001038,2015/11/3 5:30:00,6,3.0,6.0,0.0,44.5,71.0,1.0
468,HD001038,2015/11/3 5:45:00,5,1.0,4.0,0.0,31.8,68.0,5.0
469,HD001038,2015/11/3 6:00:00,6,1.0,6.0,0.0,43.5,61.0,5.0
470,HD001038,2015/11/3 6:15:00,5,3.0,5.0,0.0,65.4,87.0,34.0
471,HD001038,2015/11/3 17:15:00,4,2.0,4.0,0.0,47.25,61.0,16.0
472,HD001038,2015/11/3 17:30:00,8,2.0,8.0,0.0,54.38,69.0,2.0
473,HD001038,2015/11/3 17:45:00,6,1.0,6.0,0.0,45.67,75.0,5.0
474,HD001038,2015/11/4 8:30:00,121,10.0,113.0,2.0,49.85,99.0,1.0
475,HD001038,2015/11/4 8:45:00,117,7.0,104.0,0.0,52.0,83.0,1.0
476,HD001038,2015/11/4 9:00:00,146,20.0,134.0,3.0,46.32,83.0,1.0
477,HD001038,2015/11/4 9:15:00,204,20.0,187.0,1.0,57.5,92.0,1.0
478,HD001038,2015/11/2 17:30:00,7,2.0,7.0,0.0,52.57,74.0,28.0
479,HD001038,2015/11/2 17:45:00,4,1.0,4.0,0.0,64.75,71.0,54.0
480,HD001038,2015/11/2 18:00:00,6,1.0,6.0,0.0,66.17,78.0,52.0
481,HD001038,2015/11/3 6:30:00,4,0.0,4.0,0.0,57.0,86.0,1.0
482,HD001038,2015/11/3 6:45:00,251,61.0,244.0,3.0,57.55,89.0,1.0
483,HD001038,2015/11/3 7:00:00,438,92.0,420.0,9.0,58.09,96.0,1.0
484,HD001038,2015/11/3 18:00:00,8,2.0,8.0,0.0,51.25,73.0,4.0
485,HD001038,2015/11/3 18:15:00,1,1.0,1.0,0.0,6.0,6.0,6.0
486,HD001038,2015/11/3 18:30:00,3,1.0,3.0,0.0,44.33,78.0,2.0
487,HD001038,2015/11/4 9:30:00,151,25.0,140.0,3.0,51.52,89.0,1.0
488,HD001038,2015/11/4 9:45:00,167,19.0,149.0,1.0,53.13,97.0,1.0
489,HD001038,2015/11/4 10:00:00,203,19.0,184.0,2.0,53.91,88.0,1.0
490,HD001038,2015/11/2 18:15:00,1,0.0,1.0,0.0,60.0,60.0,60.0
491,HD001038,2015/11/2 18:30:00,2,0.0,2.0,0.0,61.5,66.0,57.0
492,HD001038,2015/11/2 18:45:00,3,0.0,3.0,0.0,49.0,70.0,16.0
493,HD001038,2015/11/3 7:15:00,226,44.0,215.0,4.0,47.19,93.0,1.0
494,HD001038,2015/11/3 7:30:00,194,20.0,178.0,4.0,48.47,92.0,1.0
495,HD001038,2015/11/3 7:45:00,141,10.0,125.0,3.0,49.8,94.0,1.0
496,HD001038,2015/11/3 8:00:00,106,8.0,101.0,1.0,52.68,87.0,1.0
497,HD001038,2015/11/3 18:45:00,2,1.0,2.0,0.0,74.5,76.0,73.0
498,HD001038,2015/11/3 19:00:00,1,0.0,0.0,0.0,66.0,66.0,66.0
499,HD001038,2015/11/3 19:15:00,3,1.0,3.0,0.0,74.0,80.0,71.0
500,HD001038,2015/11/4 11:00:00,194,17.0,170.0,1.0,53.18,86.0,1.0
501,HD001038,2015/11/4 11:15:00,221,27.0,203.0,3.0,57.29,91.0,1.0
502,HD001038,2015/11/2 19:00:00,3,2.0,3.0,0.0,36.33,54.0,2.0
503,HD001038,2015/11/2 19:15:00,2,0.0,2.0,0.0,67.0,69.0,65.0
504,HD001038,2015/11/2 19:30:00,4,1.0,4.0,0.0,48.75,70.0,2.0
505,HD001038,2015/11/3 8:15:00,91,4.0,83.0,2.0,59.08,92.0,1.0
506,HD001038,2015/11/3 8:30:00,110,15.0,94.0,0.0,52.66,91.0,1.0
507,HD001038,2015/11/3 8:45:00,131,8.0,113.0,1.0,57.67,97.0,1.0
508,HD001038,2015/11/3 19:30:00,3,1.0,2.0,0.0,46.33,71.0,2.0
509,HD001038,2015/11/3 19:45:00,6,4.0,6.0,0.0,48.83,70.0,3.0
510,HD001038,2015/11/3 20:00:00,3,0.0,3.0,0.0,65.0,69.0,59.0
511,HD001038,2015/11/4 10:15:00,203,28.0,181.0,3.0,56.0,88.0,1.0
512,HD001038,2015/11/4 10:30:00,221,35.0,200.0,4.0,56.05,98.0,1.0
513,HD001038,2015/11/4 10:45:00,174,24.0,159.0,1.0,57.48,85.0,1.0
514,HD001038,2015/11/2 19:45:00,4,1.0,3.0,0.0,44.75,64.0,1.0
515,HD001038,2015/11/2 20:00:00,1,0.0,1.0,0.0,57.0,57.0,57.0
516,HD001038,2015/11/2 20:15:00,3,0.0,3.0,0.0,65.33,67.0,64.0
517,HD001038,2015/11/3 9:00:00,163,13.0,144.0,3.0,56.64,94.0,1.0
518,HD001038,2015/11/3 9:15:00,169,15.0,159.0,1.0,54.71,84.0,1.0
519,HD001038,2015/11/3 9:30:00,159,12.0,146.0,1.0,57.13,89.0,1.0
520,HD001038,2015/11/3 20:15:00,2,0.0,2.0,0.0,76.0,82.0,70.0
521,HD001038,2015/11/3 20:30:00,2,2.0,2.0,0.0,1.5,2.0,1.0
522,HD001038,2015/11/3 20:45:00,3,2.0,3.0,0.0,47.0,55.0,36.0
523,HD001038,2015/11/2 20:30:00,4,1.0,4.0,0.0,54.75,73.0,41.0
524,HD001038,2015/11/2 20:45:00,3,0.0,3.0,0.0,62.67,72.0,55.0
525,HD001038,2015/11/2 21:00:00,2,0.0,2.0,0.0,74.5,76.0,73.0
526,HD001038,2015/11/3 9:45:00,215,22.0,187.0,3.0,55.59,102.0,1.0
527,HD001038,2015/11/3 10:00:00,242,20.0,214.0,1.0,60.89,93.0,1.0
528,HD001038,2015/11/3 10:15:00,276,40.0,249.0,2.0,60.3,91.0,1.0
529,HD001038,2015/11/3 21:00:00,3,0.0,3.0,0.0,24.67,70.0,2.0
530,HD001038,2015/11/3 21:15:00,1,0.0,1.0,0.0,45.0,45.0,45.0
531,HD001038,2015/11/3 21:30:00,2,0.0,2.0,0.0,71.5,77.0,66.0
532,HD001038,2015/11/2 9:15:00,17,4.0,16.0,0.0,80.0,94.0,67.0
533,HD001038,2015/11/2 9:30:00,289,44.0,274.0,2.0,66.11,105.0,1.0
534,HD001038,2015/11/2 9:45:00,338,36.0,317.0,6.0,64.49,98.0,1.0
535,HD001038,2015/11/2 21:15:00,2,1.0,2.0,0.0,58.0,71.0,45.0
536,HD001038,2015/11/2 21:30:00,3,0.0,3.0,0.0,63.67,102.0,3.0
537,HD001038,2015/11/2 21:45:00,1,0.0,1.0,0.0,59.0,59.0,59.0
538,HD001038,2015/11/3 10:30:00,315,37.0,292.0,4.0,65.77,96.0,1.0
539,HD001038,2015/11/3 10:45:00,461,107.0,438.0,7.0,67.28,97.0,1.0
540,HD001038,2015/11/3 11:00:00,566,166.0,532.0,8.0,68.11,97.0,1.0
541,HD001038,2015/11/3 21:45:00,4,3.0,4.0,0.0,37.25,72.0,8.0
542,HD001038,2015/11/3 22:00:00,2,0.0,2.0,0.0,67.0,73.0,61.0
543,HD001038,2015/11/3 22:15:00,2,0.0,2.0,0.0,66.0,89.0,43.0
544,HD001038,2015/11/2 10:00:00,439,96.0,410.0,6.0,71.07,102.0,1.0
545,HD001038,2015/11/2 10:15:00,524,136.0,492.0,6.0,70.02,93.0,1.0
546,HD001038,2015/11/2 10:30:00,540,149.0,510.0,10.0,71.81,104.0,1.0
547,HD001038,2015/11/2 22:00:00,3,2.0,3.0,0.0,69.67,78.0,59.0
548,HD001038,2015/11/2 22:15:00,3,2.0,3.0,0.0,50.0,81.0,5.0
549,HD001038,2015/11/2 22:30:00,1,0.0,1.0,0.0,65.0,65.0,65.0
550,HD001038,2015/11/3 11:15:00,500,125.0,473.0,9.0,68.36,93.0,1.0
551,HD001038,2015/11/3 11:45:00,516,127.0,494.0,7.0,69.19,107.0,1.0
552,HD001038,2015/11/3 22:45:00,2,0.0,2.0,0.0,79.0,86.0,72.0
553,HD001038,2015/11/3 23:00:00,4,3.0,3.0,0.0,54.5,72.0,9.0
554,HD001038,2015/11/3 23:15:00,2,0.0,2.0,0.0,68.0,74.0,62.0
555,HD001038,2015/11/3 23:30:00,3,1.0,3.0,0.0,49.0,89.0,2.0
556,HD001038,2015/11/2 10:45:00,510,148.0,484.0,14.0,73.32,100.0,3.0
557,HD001038,2015/11/2 11:00:00,509,161.0,497.0,10.0,73.85,104.0,1.0
558,HD001038,2015/11/2 11:15:00,521,170.0,496.0,12.0,73.47,101.0,4.0
559,HD001038,2015/11/2 22:45:00,8,2.0,7.0,0.0,49.25,83.0,2.0
560,HD001038,2015/11/2 23:00:00,1,1.0,1.0,0.0,60.0,60.0,60.0
561,HD001038,2015/11/2 23:15:00,3,1.0,3.0,0.0,43.0,68.0,9.0
562,HD001038,2015/11/3 12:00:00,496,140.0,473.0,10.0,72.75,103.0,4.0
563,HD001038,2015/11/3 12:15:00,478,126.0,449.0,8.0,74.81,101.0,1.0
564,HD001038,2015/11/3 12:30:00,540,174.0,513.0,10.0,71.81,102.0,1.0
565,HD001038,2015/11/3 23:45:00,5,2.0,4.0,0.0,68.8,81.0,63.0
566,HD001038,2015/11/4,3,1.0,3.0,0.0,80.33,97.0,71.0
567,HD001038,2015/11/4 0:15:00,1,1.0,1.0,0.0,72.0,72.0,72.0
568,HD001038,2015/11/2 11:30:00,571,189.0,552.0,9.0,73.84,111.0,1.0
569,HD001038,2015/11/2 11:45:00,522,150.0,500.0,11.0,74.85,102.0,5.0
570,HD001038,2015/11/2 12:00:00,524,170.0,497.0,9.0,75.71,108.0,5.0
571,HD001038,2015/11/2 23:30:00,7,3.0,7.0,0.0,48.86,73.0,1.0
572,HD001038,2015/11/2 23:45:00,1,0.0,1.0,0.0,75.0,75.0,75.0
573,HD001038,2015/11/3,1,0.0,1.0,0.0,1.0,1.0,1.0
574,HD001038,2015/11/3 12:45:00,475,94.0,452.0,8.0,72.72,108.0,1.0
575,HD001038,2015/11/3 13:00:00,414,119.0,398.0,11.0,72.55,102.0,51.0
576,HD001038,2015/11/3 13:15:00,578,167.0,553.0,15.0,73.03,97.0,36.0
577,HD001038,2015/11/4 0:30:00,3,1.0,3.0,0.0,64.0,67.0,61.0
578,HD001038,2015/11/4 0:45:00,7,6.0,7.0,0.0,71.43,89.0,54.0
579,HD001038,2015/11/4 1:00:00,2,0.0,2.0,1.0,74.0,83.0,65.0
580,HD001038,2015/11/4 1:15:00,1,0.0,1.0,0.0,64.0,64.0,64.0
581,HD001038,2015/11/2 12:15:00,559,205.0,541.0,16.0,75.68,100.0,40.0
582,HD001038,2015/11/2 12:30:00,606,208.0,578.0,6.0,72.86,98.0,3.0
583,HD001038,2015/11/2 12:45:00,505,133.0,481.0,11.0,74.5,101.0,3.0
584,HD001038,2015/11/3 0:30:00,2,0.0,2.0,0.0,32.5,64.0,1.0
585,HD001038,2015/11/3 0:45:00,3,0.0,3.0,1.0,56.0,63.0,46.0
586,HD001038,2015/11/3 13:30:00,563,150.0,532.0,14.0,70.63,94.0,1.0
587,HD001038,2015/11/3 13:45:00,574,135.0,552.0,11.0,71.67,99.0,1.0
588,HD001038,2015/11/3 14:00:00,593,135.0,570.0,13.0,70.57,95.0,1.0
589,HD001038,2015/11/4 1:45:00,1,1.0,1.0,0.0,96.0,96.0,96.0
590,HD001038,2015/11/4 2:00:00,1,0.0,1.0,0.0,42.0,42.0,42.0
591,HD001038,2015/11/4 2:15:00,2,2.0,2.0,0.0,1.5,2.0,1.0
592,HD001038,2015/11/2 13:00:00,455,100.0,429.0,10.0,73.08,107.0,1.0
593,HD001038,2015/11/2 13:15:00,510,124.0,481.0,17.0,73.4,99.0,1.0
594,HD001038,2015/11/2 13:30:00,417,100.0,389.0,13.0,73.99,118.0,1.0
595,HD001038,2015/11/3 1:00:00,4,0.0,4.0,0.0,57.25,78.0,7.0
596,HD001038,2015/11/3 1:15:00,2,0.0,2.0,0.0,8.0,11.0,5.0
597,HD001038,2015/11/3 14:15:00,501,121.0,480.0,8.0,69.25,97.0,1.0
598,HD001038,2015/11/3 14:30:00,405,60.0,383.0,4.0,64.81,112.0,1.0
599,HD001038,2015/11/3 14:45:00,337,52.0,310.0,6.0,63.68,100.0,1.0
600,HD001038,2015/11/2 14:00:00,649,136.0,608.0,18.0,47.37,85.0,18.0
601,HD001038,2015/11/2 14:15:00,829,263.0,798.0,13.0,64.0,92.0,40.0
602,HD001038,2015/11/3 2:00:00,1,0.0,1.0,0.0,4.0,4.0,4.0
603,HD001038,2015/11/3 2:15:00,1,0.0,1.0,0.0,10.0,10.0,10.0
604,HD001038,2015/11/3 15:00:00,238,24.0,216.0,2.0,57.03,88.0,1.0
605,HD001038,2015/11/3 15:15:00,184,12.0,162.0,2.0,57.56,100.0,1.0
606,HD001038,2015/11/3 15:30:00,261,34.0,237.0,4.0,55.03,93.0,1.0
607,HD001038,2015/11/4 4:15:00,1,0.0,1.0,0.0,86.0,86.0,86.0
608,HD001038,2015/11/4 5:00:00,1,0.0,1.0,0.0,76.0,76.0,76.0
609,HD001038,2015/11/2 14:30:00,642,174.0,621.0,15.0,69.73,99.0,2.0
610,HD001038,2015/11/2 14:45:00,560,162.0,536.0,6.0,69.85,99.0,1.0
611,HD001038,2015/11/2 15:00:00,338,57.0,310.0,5.0,64.07,94.0,1.0
612,HD001038,2015/11/3 2:45:00,1,0.0,1.0,0.0,1.0,1.0,1.0
613,HD001038,2015/11/6 6:30:00,1,0.0,1.0,0.0,50.0,50.0,50.0
614,HD001038,2015/11/6 7:00:00,17,6.0,16.0,0.0,60.06,68.0,45.0
615,HD001038,2015/11/6 7:15:00,107,28.0,103.0,2.0,57.78,77.0,1.0
616,HD001038,2015/11/4 18:15:00,3,1.0,3.0,0.0,58.33,60.0,57.0
617,HD001038,2015/11/4 18:30:00,2,0.0,1.0,0.0,52.0,65.0,39.0
618,HD001038,2015/11/4 18:45:00,1,0.0,1.0,0.0,57.0,57.0,57.0
619,HD001038,2015/11/5 6:45:00,9,1.0,9.0,0.0,41.11,64.0,1.0
620,HD001038,2015/11/5 7:00:00,2,0.0,2.0,1.0,60.0,64.0,56.0
621,HD001038,2015/11/5 17:45:00,7,3.0,6.0,0.0,36.14,62.0,1.0
622,HD001038,2015/11/5 18:00:00,4,1.0,4.0,0.0,35.0,52.0,10.0
623,HD001038,2015/11/5 18:15:00,3,0.0,3.0,0.0,43.67,66.0,1.0
624,HD001038,2015/11/6 7:30:00,193,43.0,184.0,2.0,55.49,84.0,1.0
625,HD001038,2015/11/6 7:45:00,291,62.0,277.0,8.0,61.8,90.0,1.0
626,HD001038,2015/11/6 8:00:00,173,33.0,165.0,2.0,66.56,88.0,48.0
627,HD001038,2015/11/4 19:15:00,5,1.0,5.0,0.0,43.6,83.0,2.0
628,HD001038,2015/11/4 19:30:00,2,1.0,2.0,0.0,62.0,71.0,53.0
629,HD001038,2015/11/5 7:30:00,2,0.0,2.0,0.0,34.5,64.0,5.0
630,HD001038,2015/11/5 8:00:00,8,0.0,7.0,0.0,32.38,75.0,1.0
631,HD001038,2015/11/5 18:30:00,1,0.0,1.0,0.0,58.0,58.0,58.0
632,HD001038,2015/11/5 18:45:00,1,0.0,1.0,0.0,59.0,59.0,59.0
633,HD001038,2015/11/6 8:15:00,78,11.0,76.0,3.0,56.05,83.0,1.0
634,HD001038,2015/11/6 8:30:00,42,8.0,40.0,1.0,45.79,77.0,1.0
635,HD001038,2015/11/6 8:45:00,34,7.0,32.0,1.0,34.47,78.0,1.0
636,HD001038,2015/11/4 19:45:00,6,2.0,4.0,0.0,54.0,63.0,46.0
637,HD001038,2015/11/4 20:00:00,4,1.0,4.0,0.0,49.0,67.0,2.0
638,HD001038,2015/11/4 20:15:00,3,0.0,3.0,0.0,61.0,63.0,57.0
639,HD001038,2015/11/5 8:15:00,3,0.0,3.0,0.0,2.0,2.0,2.0
640,HD001038,2015/11/5 8:30:00,46,8.0,43.0,0.0,56.04,90.0,1.0
641,HD001038,2015/11/5 8:45:00,43,5.0,42.0,2.0,45.42,84.0,1.0
642,HD001038,2015/11/5 19:30:00,1,0.0,1.0,0.0,63.0,63.0,63.0
643,HD001038,2015/11/6 9:00:00,42,3.0,40.0,1.0,39.29,77.0,1.0
644,HD001038,2015/11/6 9:15:00,35,9.0,32.0,2.0,39.2,77.0,1.0
645,HD001038,2015/11/6 9:30:00,42,3.0,37.0,0.0,45.98,75.0,1.0
646,HD001038,2015/11/4 20:30:00,4,0.0,4.0,0.0,46.75,63.0,1.0
647,HD001038,2015/11/4 20:45:00,5,0.0,5.0,1.0,62.8,70.0,54.0
648,HD001038,2015/11/4 21:00:00,3,1.0,3.0,0.0,63.0,79.0,55.0
649,HD001038,2015/11/5 9:00:00,50,5.0,48.0,2.0,35.18,57.0,1.0
650,HD001038,2015/11/5 9:15:00,618,127.0,587.0,16.0,51.38,84.0,1.0
651,HD001038,2015/11/5 20:00:00,2,1.0,2.0,0.0,13.5,25.0,2.0
652,HD001038,2015/11/5 20:15:00,1,0.0,1.0,0.0,1.0,1.0,1.0
653,HD001038,2015/11/5 20:30:00,1,1.0,1.0,0.0,1.0,1.0,1.0
654,HD001038,2015/11/6 9:45:00,69,12.0,66.0,0.0,50.29,83.0,1.0
655,HD001038,2015/11/6 10:00:00,67,7.0,62.0,0.0,39.79,75.0,1.0
656,HD001038,2015/11/6 10:15:00,59,9.0,55.0,1.0,52.75,83.0,1.0
657,HD001038,2015/11/4 21:15:00,1,0.0,0.0,0.0,76.0,76.0,76.0
658,HD001038,2015/11/4 21:30:00,4,0.0,4.0,0.0,35.0,66.0,1.0
659,HD001038,2015/11/4 21:45:00,1,1.0,1.0,0.0,92.0,92.0,92.0
660,HD001038,2015/11/5 9:30:00,333,83.0,319.0,6.0,68.04,99.0,1.0
661,HD001038,2015/11/5 9:45:00,364,104.0,347.0,6.0,63.52,88.0,1.0
662,HD001038,2015/11/5 10:00:00,370,103.0,346.0,3.0,60.33,87.0,1.0
663,HD001038,2015/11/5 20:45:00,1,0.0,1.0,0.0,59.0,59.0,59.0
664,HD001038,2015/11/5 21:00:00,3,2.0,3.0,0.0,42.67,68.0,2.0
665,HD001038,2015/11/5 21:15:00,4,0.0,3.0,0.0,35.25,72.0,2.0
666,HD001038,2015/11/6 11:15:00,98,19.0,91.0,0.0,47.6,79.0,1.0
667,HD001038,2015/11/6 11:30:00,51,8.0,48.0,0.0,45.98,78.0,1.0
668,HD001038,2015/11/6 11:45:00,99,24.0,94.0,1.0,40.0,115.0,1.0
669,HD001038,2015/11/4 22:30:00,1,0.0,1.0,0.0,91.0,91.0,91.0
670,HD001038,2015/11/5 10:15:00,186,37.0,171.0,5.0,29.38,83.0,1.0
671,HD001038,2015/11/5 10:30:00,146,30.0,135.0,2.0,26.79,92.0,1.0
672,HD001038,2015/11/5 10:45:00,156,26.0,145.0,1.0,29.61,84.0,1.0
673,HD001038,2015/11/5 21:30:00,2,0.0,2.0,0.0,52.5,77.0,28.0
674,HD001038,2015/11/5 22:00:00,1,0.0,1.0,0.0,83.0,83.0,83.0
675,HD001038,2015/11/6 10:30:00,98,22.0,91.0,2.0,41.58,79.0,1.0
676,HD001038,2015/11/6 11:00:00,87,13.0,80.0,1.0,49.8,83.0,1.0
677,HD001038,2015/11/4 22:45:00,3,0.0,3.0,0.0,38.33,59.0,3.0
678,HD001038,2015/11/4 23:00:00,7,2.0,7.0,1.0,34.29,71.0,1.0
679,HD001038,2015/11/4 23:15:00,2,1.0,2.0,0.0,35.5,69.0,2.0
680,HD001038,2015/11/5 11:00:00,176,42.0,166.0,2.0,29.3,90.0,1.0
681,HD001038,2015/11/5 11:15:00,175,48.0,170.0,6.0,25.62,87.0,1.0
682,HD001038,2015/11/5 11:30:00,189,65.0,177.0,2.0,22.83,85.0,1.0
683,HD001038,2015/11/5 22:15:00,1,0.0,1.0,0.0,1.0,1.0,1.0
684,HD001038,2015/11/5 22:30:00,2,0.0,1.0,0.0,2.5,3.0,2.0
685,HD001038,2015/11/4 11:30:00,197,24.0,181.0,6.0,53.69,89.0,1.0
686,HD001038,2015/11/4 11:45:00,156,14.0,136.0,1.0,58.12,88.0,1.0
687,HD001038,2015/11/4 12:00:00,381,62.0,353.0,6.0,63.17,93.0,1.0
688,HD001038,2015/11/4 23:30:00,5,1.0,5.0,0.0,43.8,86.0,1.0
689,HD001038,2015/11/4 23:45:00,5,2.0,4.0,0.0,23.2,74.0,1.0
690,HD001038,2015/11/5,4,2.0,4.0,0.0,41.0,88.0,1.0
691,HD001038,2015/11/5 11:45:00,147,44.0,136.0,2.0,22.63,83.0,1.0
692,HD001038,2015/11/5 12:00:00,423,130.0,407.0,9.0,64.69,87.0,1.0
693,HD001038,2015/11/5 12:15:00,490,156.0,464.0,10.0,66.09,89.0,1.0
694,HD001038,2015/11/5 23:00:00,2,0.0,2.0,0.0,36.5,72.0,1.0
